VolcanoPlot	Counts	Log2					
#Analysis Name	M-1002 Loma Linda analysis						
#Dataset Name	FCortex GCvsFLT SAL						
Statistical test summary							
Group by	Segment						
#Filtered Dataset	false						
Target tag	Target group membership/s	Target name	Log2	Pvalue	Adjusted pvalue	-log10 pvalue	-log10 adjusted pvalue
	"Probe_QC_5percfilter, All Targets"	St6galnac5	0.337682814	0.21388246	0.11	0.66982483	0.958607315
	"Probe_QC_5percfilter, All Targets"	Tha1	0.124568779	0.643978695	0.73	0.191128501	0.13667714
	"Probe_QC_5percfilter, All Targets"	Dtymk	-0.0815851	0.686233846	0.57	0.163527866	0.244125144
	"Probe_QC_5percfilter, All Targets"	Tac4	-0.011951277	0.943958139	0.77	0.025047265	0.113509275
	"Probe_QC_5percfilter, All Targets"	Opn1sw	-0.133879397	0.522579495	0.6	0.281847635	0.22184875
	"Probe_QC_5percfilter, All Targets"	Crebbp	-0.079942655	0.76985695	0.68	0.113589965	0.167491087
	"Probe_QC_5percfilter, All Targets"	Fuca1	-0.112007972	0.5350539	0.49	0.271602466	0.30980392
	"Probe_QC_5percfilter, All Targets"	Axin2	0.311673429	0.183574688	0.22	0.736187202	0.657577319
	"Probe_QC_5percfilter, All Targets"	Nufip1	0.224556498	0.120257963	0	0.919886155	
	"Probe_QC_5percfilter, All Targets"	4930523C07Rik	-0.30710933	0.274567133	0.2	0.56135145	0.698970004
	"Probe_QC_5percfilter, All Targets"	Rexo1	-0.245617581	0.314659095	0.19	0.50215971	0.721246399
	"Probe_QC_5percfilter, All Targets"	Snx20	0.307938278	0.447944765	0.45	0.348775535	0.346787486
	"Probe_QC_5percfilter, All Targets"	Zfp780b	0.450308469	0.301614202	0.13	0.520548214	0.886056648
	"Probe_QC_5percfilter, All Targets"	Nfxl1	0.501636289	0.040430249	0	1.393293587	
	"Probe_QC_5percfilter, All Targets"	Alkbh7	0.140234276	0.886059762	0.75	0.052536985	0.124938737
	"Probe_QC_5percfilter, All Targets"	Epha3	-0.044664183	0.884285214	0.71	0.053407636	0.148741651
	"Probe_QC_5percfilter, All Targets"	Notch1	-0.096599754	0.571709296	0.43	0.242824746	0.366531544
	"Probe_QC_5percfilter, All Targets"	Nudt22	0.04473607	0.852280767	0.76	0.069417312	0.119186408
	"Probe_QC_5percfilter, All Targets"	Eea1	0.115780357	0.453109318	0.41	0.343797007	0.387216143
	"Probe_QC_5percfilter, All Targets"	Tab3	0.080653833	0.67138135	0.68	0.173030727	0.167491087
	"Probe_QC_5percfilter, All Targets"	Slc18a2	-0.188497297	0.253045802	0.09	0.596800864	1.045757491
	"Probe_QC_5percfilter, All Targets"	Slc9a3r1	-0.111250811	0.471414747	0.65	0.326596836	0.187086643
	"Probe_QC_5percfilter, All Targets"	Fbxw2	-0.352832024	0.381192023	0.44	0.418856196	0.356547324
	"Probe_QC_5percfilter, All Targets"	Fam229b	0.267408817	0.268316129	0.2	0.571353221	0.698970004
	"Probe_QC_5percfilter, All Targets"	Acss1	0.087722136	0.726083341	0.7	0.139013527	0.15490196
	"Probe_QC_5percfilter, All Targets"	Rnpepl1	-0.182728394	0.345488775	0.23	0.461566058	0.638272164
	"Probe_QC_5percfilter, All Targets"	Rps6kb2	-0.292609179	0.144334924	0	0.840628574	
	"Probe_QC_5percfilter, All Targets"	Gnl2	0.390472681	0.155985533	0.15	0.806915679	0.823908741
	"Probe_QC_5percfilter, All Targets"	Adam29	-0.029628856	0.7514775	0.67	0.124084018	0.173925197
	"Probe_QC_5percfilter, All Targets"	Pnisr	-0.361244054	0.058596096	0	1.232131318	
	"Probe_QC_5percfilter, All Targets"	Igsf11	0.545754834	0.098873873	0	1.004918453	
	"Probe_QC_5percfilter, All Targets"	4930430F08Rik	-0.034998464	0.82519445	0.88	0.083443702	0.055517328
	"Probe_QC_5percfilter, All Targets"	Elk4	-0.125533871	0.607381723	0.49	0.216538281	0.30980392
	"Probe_QC_5percfilter, All Targets"	Glo1	-0.055537416	0.709472746	0.5	0.149064283	0.301029996
	"Probe_QC_5percfilter, All Targets"	Sar1b	-0.395544916	0.149556565	0.13	0.825194519	0.886056648
	"Probe_QC_5percfilter, All Targets"	Tsc22d2	0.372948029	0.527836947	0.6	0.277500213	0.22184875
	"Probe_QC_5percfilter, All Targets"	Gcsh	0.041709832	0.946907499	0.91	0.023692444	0.040958608
	"Probe_QC_5percfilter, All Targets"	Ppa2	0.348724025	0.091411846	0	1.03899752	
	"Probe_QC_5percfilter, All Targets"	Fam162b	0.054428853	0.455160279	0.38	0.341835645	0.420216403
	"Probe_QC_5percfilter, All Targets"	Thnsl1	-0.13526628	0.454566619	0.38	0.342402459	0.420216403
	"Probe_QC_5percfilter, All Targets"	Prkci	0.040432698	0.956221513	0.88	0.01944149	0.055517328
	"Probe_QC_5percfilter, All Targets"	Mrgpre	0.171011571	0.606189899	0.43	0.217391305	0.366531544
	"Probe_QC_5percfilter, All Targets"	Npy5r	0.239115938	0.416730319	0.26	0.380144902	0.585026652
	"Probe_QC_5percfilter, All Targets"	Steap1	0.108154939	0.625925399	0.52	0.203477425	0.283996656
	"Probe_QC_5percfilter, All Targets"	Tomm40l	-0.061310059	0.726319433	0.7	0.138872336	0.15490196
	"Probe_QC_5percfilter, All Targets"	Cstb	0.366209905	0.180950738	0.2	0.74243964	0.698970004
	"Probe_QC_5percfilter, All Targets"	Pea15a	-0.228216473	0.39298534	0.56	0.405623651	0.251811973
	"Probe_QC_5percfilter, All Targets"	Lrrc4c	0.418137796	0.256550325	0.2	0.59082743	0.698970004
	"Probe_QC_5percfilter, All Targets"	Mrps2	-0.242555678	0.169618103	0.06	0.770527799	1.22184875
	"Probe_QC_5percfilter, All Targets"	Rictor	0.09547704	0.450313796	0.43	0.346484747	0.366531544
	"Probe_QC_5percfilter, All Targets"	Ehf	-0.394301899	0.246113512	0.17	0.608864542	0.769551079
	"Probe_QC_5percfilter, All Targets"	Slc29a2	0.080674561	0.696368248	0.58	0.157161039	0.236572006
	"Probe_QC_5percfilter, All Targets"	Aars2	-0.123510697	0.510175305	0.35	0.292280568	0.455931956
	"Probe_QC_5percfilter, All Targets"	Mal2	-0.163202748	0.348590535	0.33	0.457684409	0.48148606
	"Probe_QC_5percfilter, All Targets"	Iqank1	0.292281538	0.357864536	0.3	0.446281338	0.522878745
	"Probe_QC_5percfilter, All Targets"	Mrgprx1	0.288538003	0.110711624	0.11	0.95580678	0.958607315
	"Probe_QC_5percfilter, All Targets"	Sephs2	0.051093216	0.78823757	0.69	0.103342869	0.161150909
	"Probe_QC_5percfilter, All Targets"	Cfap53	0.090532704	0.924081898	0.91	0.034289537	0.040958608
	"Probe_QC_5percfilter, All Targets"	Itpkc	0.266242642	0.359565998	0.2	0.444221384	0.698970004
	"Probe_QC_5percfilter, All Targets"	3110040N11Rik	0.211005844	0.220460679	0	0.656668859	
	"Probe_QC_5percfilter, All Targets"	Oscar	0.352041497	0.065072882	0	1.186599958	
	"Probe_QC_5percfilter, All Targets"	Pomc	-0.213751977	0.559318668	0.42	0.252340686	0.37675071
	"Probe_QC_5percfilter, All Targets"	Ubxn10	-0.111388782	0.511927133	0.46	0.290791852	0.337242168
	"Probe_QC_5percfilter, All Targets"	Plcd4	-0.137147353	0.146811159	0	0.833240933	
	"Probe_QC_5percfilter, All Targets"	Zfand2b	0.389919861	0.168344094	0.05	0.773802115	1.301029996
	"Probe_QC_5percfilter, All Targets"	1700113H08Rik	0.06493312	0.63624085	0.84	0.196378451	0.075720714
	"Probe_QC_5percfilter, All Targets"	Syt13	-0.213498054	0.379540465	0.33	0.420741915	0.48148606
	"Probe_QC_5percfilter, All Targets"	Inpp4a	-0.235298077	0.247320014	0.19	0.606740737	0.721246399
	"Probe_QC_5percfilter, All Targets"	Katna1	-0.10243042	0.621881359	0.49	0.206292461	0.30980392
	"Probe_QC_5percfilter, All Targets"	Aste1	0.530209103	0.106141835	0.11	0.97411341	0.958607315
	"Probe_QC_5percfilter, All Targets"	Psmd8	-0.15635372	0.46237495	0.31	0.335005703	0.508638306
	"Probe_QC_5percfilter, All Targets"	Acat1	-0.117800799	0.484669149	0.44	0.314554624	0.356547324
	"Probe_QC_5percfilter, All Targets"	Itih4	0.056272951	0.891346561	0.89	0.049953407	0.050609993
	"Probe_QC_5percfilter, All Targets"	Rpl23	0.150777934	0.058113317	0	1.235724337	
	"Probe_QC_5percfilter, All Targets"	Sec61b	-0.005367603	0.991049219	0.88	0.003904776	0.055517328
	"Probe_QC_5percfilter, All Targets"	Eif2ak4	-0.04775879	0.82040105	0.62	0.085973793	0.207608311
	"Probe_QC_5percfilter, All Targets"	Cbll1	0.314337917	0.301095895	0.24	0.521295165	0.619788758
	"Probe_QC_5percfilter, All Targets"	Gramd2	0.175524231	0.637563279	0.73	0.195476704	0.13667714
	"Probe_QC_5percfilter, All Targets"	Reep1	0.163420697	0.528407877	0.61	0.277030717	0.214670165
	"Probe_QC_5percfilter, All Targets"	Dalrd3	-0.37402576	0.211878484	0.2	0.673913142	0.698970004
	"Probe_QC_5percfilter, All Targets"	Dtwd1	-0.29903418	0.109586339	0.09	0.960243582	1.045757491
	"Probe_QC_5percfilter, All Targets"	Olfr575	-0.003425578	0.973757214	0.9	0.011549312	0.045757491
	"Probe_QC_5percfilter, All Targets"	Carf	-0.068478431	0.753759443	0.74	0.122767234	0.13076828
	"Probe_QC_5percfilter, All Targets"	Slc29a1	0.356126737	0.23502241	0.08	0.628890724	1.096910013
	"Probe_QC_5percfilter, All Targets"	Lect2	0.129947281	0.468877603	0.38	0.328940512	0.420216403
	"Probe_QC_5percfilter, All Targets"	Rusc2	0.07468945	0.786248305	0.82	0.104440278	0.086186148
	"Probe_QC_5percfilter, All Targets"	Gm904	0.401089262	0.026299243	0	1.580056759	
	"Probe_QC_5percfilter, All Targets"	Ttpal	0.020412482	0.820607457	0.62	0.085864541	0.207608311
	"Probe_QC_5percfilter, All Targets"	Xlr4a	-0.155460996	0.642622089	0.62	0.19204435	0.207608311
	"Probe_QC_5percfilter, All Targets"	Htra1	0.38171816	0.35559917	0.35	0.449039261	0.455931956
	"Probe_QC_5percfilter, All Targets"	Nckap5l	0.30556161	0.203255868	0	0.691956907	
	"Probe_QC_5percfilter, All Targets"	Gm41291	-0.02498455	0.93331116	0.87	0.029973541	0.060480747
	"Probe_QC_5percfilter, All Targets"	Rmnd5b	0.14094169	0.655736506	0.68	0.183270638	0.167491087
	"Probe_QC_5percfilter, All Targets"	Usp39	0.129389605	0.61500873	0.41	0.211118719	0.387216143
	"Probe_QC_5percfilter, All Targets"	Iws1	0.04549657	0.769273804	0.72	0.113919056	0.142667504
	"Probe_QC_5percfilter, All Targets"	Ankrd54	0.193648252	0.60984327	0.75	0.214781764	0.124938737
	"Probe_QC_5percfilter, All Targets"	Zfyve1	0.328406925	0.295789232	0.31	0.529017641	0.508638306
	"Probe_QC_5percfilter, All Targets"	Med17	0.011351801	0.889772788	0.9	0.050720881	0.045757491
	"Probe_QC_5percfilter, All Targets"	Prelid2	0.060826059	0.824410627	0.56	0.083856419	0.251811973
	"Probe_QC_5percfilter, All Targets"	Anks3	-0.266072427	0.203588528	0.2	0.691246699	0.698970004
	"Probe_QC_5percfilter, All Targets"	Prss55	0.069193799	0.858115828	0.83	0.066454087	0.080921908
	"Probe_QC_5percfilter, All Targets"	Olfr846	-0.029721954	0.831805829	0.8	0.079978041	0.096910013
	"Probe_QC_5percfilter, All Targets"	Plch1	0.142232779	0.681520815	0.74	0.166520875	0.13076828
	"Probe_QC_5percfilter, All Targets"	Naa16	-0.441634475	0.178131419	0.14	0.749259473	0.853871964
	"Probe_QC_5percfilter, All Targets"	Kif1b	0.194894854	0.200021937	0.15	0.698922371	0.823908741
	"Probe_QC_5percfilter, All Targets"	Arhgef33	0.314674021	0.127145086	0	0.89570042	
	"Probe_QC_5percfilter, All Targets"	Itfg1	0.195329148	0.542289462	0.5	0.265768835	0.301029996
	"Probe_QC_5percfilter, All Targets"	Pepd	0.138821389	0.501713338	0.37	0.299544353	0.431798276
	"Probe_QC_5percfilter, All Targets"	Pank2	-0.274546947	0.02600595	0	1.584927271	
	"Probe_QC_5percfilter, All Targets"	Fggy	0.014461623	0.885343165	0.8	0.052888361	0.096910013
	"Probe_QC_5percfilter, All Targets"	Clspn	0.055533676	0.740534554	0.73	0.130454672	0.13667714
	"Probe_QC_5percfilter, All Targets"	1700029J07Rik	0.201741782	0.391009956	0.24	0.407812184	0.619788758
	"Probe_QC_5percfilter, All Targets"	Rpl27	-0.020101463	0.84929946	0.85	0.070939152	0.070581074
	"Probe_QC_5percfilter, All Targets"	Fbrs	-0.046844936	0.771459783	0.72	0.112686709	0.142667504
	"Probe_QC_5percfilter, All Targets"	Itpr2	0.089566405	0.7884975	0.59	0.10319968	0.229147988
	"Probe_QC_5percfilter, All Targets"	Ankef1	-0.287187632	0.227275422	0.11	0.643447527	0.958607315
	"Probe_QC_5percfilter, All Targets"	Dnajb1	0.06543405	0.726332602	0.76	0.138864462	0.119186408
	"Probe_QC_5percfilter, All Targets"	Dact2	0.132865001	0.808099875	0.8	0.09253496	0.096910013
	"Probe_QC_5percfilter, All Targets"	Phip	-0.132438757	0.502878898	0.62	0.298536588	0.207608311
	"Probe_QC_5percfilter, All Targets"	Armc1	0.256549318	0.108837466	0.12	0.963221578	0.920818754
	"Probe_QC_5percfilter, All Targets"	Ctbp1	0.331858066	0.105164349	0	0.978131464	
	"Probe_QC_5percfilter, All Targets"	Vmn1r4	0.292883113	0.293829489	0.38	0.531904621	0.420216403
	"Probe_QC_5percfilter, All Targets"	Olfr140	0.193783166	0.323343959	0.35	0.490335248	0.455931956
	"Probe_QC_5percfilter, All Targets"	Dll3	-0.18887081	0.55556264	0.54	0.255266967	0.26760624
	"Probe_QC_5percfilter, All Targets"	Srsf12	-0.01351454	0.878133275	0.93	0.056439566	0.031517051
	"Probe_QC_5percfilter, All Targets"	Sertm1	0.553529956	0.0690257	0	1.160989183	
	"Probe_QC_5percfilter, All Targets"	Shisal1	-0.407862834	0.213193092	0.12	0.671226871	0.920818754
	"Probe_QC_5percfilter, All Targets"	Gm51791	0.230903535	0.6362086	0.51	0.196400465	0.292429824
	"Probe_QC_5percfilter, All Targets"	Vmn1r18	-0.15426827	0.502913581	0.4	0.298506636	0.397940009
	"Probe_QC_5percfilter, All Targets"	Cfap298	0.048777631	0.755905269	0.53	0.121532627	0.27572413
	"Probe_QC_5percfilter, All Targets"	Celf1	-0.298797415	0.277008032	0.29	0.557507638	0.537602002
	"Probe_QC_5percfilter, All Targets"	Flot1	0.159940242	0.375103116	0.21	0.425849328	0.677780705
	"Probe_QC_5percfilter, All Targets"	Copg2	0.002353535	0.99738075	0.91	0.001139018	0.040958608
	"Probe_QC_5percfilter, All Targets"	Clpx	0.506121869	0.221650126	0	0.654332018	
	"Probe_QC_5percfilter, All Targets"	Fam20c	-0.139488856	0.475777228	0.42	0.322596348	0.37675071
	"Probe_QC_5percfilter, All Targets"	Gm34826	-0.243284064	0.299745797	0.17	0.523246898	0.769551079
	"Probe_QC_5percfilter, All Targets"	Fam241b	0.051686721	0.792224431	0.41	0.101151769	0.387216143
	"Probe_QC_5percfilter, All Targets"	Hadh	0.322029236	0.431169249	0.54	0.365352221	0.26760624
	"Probe_QC_5percfilter, All Targets"	Spata3	0.109756738	0.663392232	0.49	0.178229618	0.30980392
	"Probe_QC_5percfilter, All Targets"	Ercc6	-0.066738687	0.650120874	0.6	0.18700589	0.22184875
	"Probe_QC_5percfilter, All Targets"	Trappc12	0.338062324	0.084960098	0	1.070784996	
	"Probe_QC_5percfilter, All Targets"	G2e3	-0.040220165	0.770248625	0.79	0.113369068	0.102372909
	"Probe_QC_5percfilter, All Targets"	Catsperz	-0.432151231	0.090859065	0	1.041631738	
	"Probe_QC_5percfilter, All Targets"	Pygo2	0.205823544	0.232103586	0.16	0.63431815	0.795880017
	"Probe_QC_5percfilter, All Targets"	Gpatch11	-0.119409593	0.563395941	0.58	0.249186286	0.236572006
	"Probe_QC_5percfilter, All Targets"	Mansc1	-0.155527871	0.243243462	0.21	0.613958824	0.677780705
	"Probe_QC_5percfilter, All Targets"	Trappc3	0.058848801	0.665028722	0.56	0.177159598	0.251811973
	"Probe_QC_5percfilter, All Targets"	Cfap77	-0.163428516	0.468520931	0.49	0.329271003	0.30980392
	"Probe_QC_5percfilter, All Targets"	Dzip3	-0.306444441	0.293885012	0.09	0.531822563	1.045757491
	"Probe_QC_5percfilter, All Targets"	Msantd4	-0.181391681	0.072298912	0	1.140868236	
	"Probe_QC_5percfilter, All Targets"	Gm9903	-0.306376282	0.26457923	0.28	0.577444251	0.552841969
	"Probe_QC_5percfilter, All Targets"	Sertad2	-0.178585748	0.343804487	0.2	0.463688459	0.698970004
	"Probe_QC_5percfilter, All Targets"	Fam234a	0.366079429	0.133377262	0.05	0.874918203	1.301029996
	"Probe_QC_5percfilter, All Targets"	Kctd19	-0.256329499	0.279807844	0.12	0.553140115	0.920818754
	"Probe_QC_5percfilter, All Targets"	Gm42517	0.085599612	0.810919389	0.76	0.091022316	0.119186408
	"Probe_QC_5percfilter, All Targets"	Cplane1	0.076801201	0.763875715	0.55	0.116977297	0.259637311
	"Probe_QC_5percfilter, All Targets"	Kcnt2	0.162190263	0.41670612	0.35	0.380170121	0.455931956
	"Probe_QC_5percfilter, All Targets"	Cbx4	0.244067488	0.355322731	0.3	0.449377008	0.522878745
	"Probe_QC_5percfilter, All Targets"	Rnf41	-0.152742535	0.394015108	0.27	0.404487126	0.568636236
	"Probe_QC_5percfilter, All Targets"	Cideb	-0.05110169	0.927300947	0.86	0.032779297	0.065501549
	"Probe_QC_5percfilter, All Targets"	Vps72	0.628252501	0.226177551	0.19	0.645550503	0.721246399
	"Probe_QC_5percfilter, All Targets"	Nkiras2	-0.039033265	0.824492873	0.68	0.083813094	0.167491087
	"Probe_QC_5percfilter, All Targets"	Sypl2	-0.206186497	0.156515644	0.09	0.805442248	1.045757491
	"Probe_QC_5percfilter, All Targets"	Cldn1	0.422914529	0.149344378	0.14	0.825811121	0.853871964
	"Probe_QC_5percfilter, All Targets"	Nr2e3	-0.056883678	0.784577094	0.73	0.105364375	0.13667714
	"Probe_QC_5percfilter, All Targets"	Herc3	0.082121518	0.637033849	0.57	0.195837491	0.244125144
	"Probe_QC_5percfilter, All Targets"	Serp2	0.080527875	0.727830181	0.67	0.137969939	0.173925197
	"Probe_QC_5percfilter, All Targets"	Secisbp2	-0.209802295	0.534816958	0.42	0.271794831	0.37675071
	"Probe_QC_5percfilter, All Targets"	E2f7	0.161663076	0.502115422	0.49	0.299196439	0.30980392
	"Probe_QC_5percfilter, All Targets"	1810009A15Rik	-0.172863639	0.540253956	0.48	0.267402044	0.318758763
	"Probe_QC_5percfilter, All Targets"	Ivl	0.162660848	0.376061327	0.31	0.424741326	0.508638306
	"Probe_QC_5percfilter, All Targets"	Zfp593	0.111703697	0.682559571	0.58	0.165859439	0.236572006
	"Probe_QC_5percfilter, All Targets"	Gpr153	-0.246534036	0.187355229	0.11	0.727334182	0.958607315
	"Probe_QC_5percfilter, All Targets"	Kcp	-0.331584941	0.141674759	0.11	0.848707517	0.958607315
	"Probe_QC_5percfilter, All Targets"	Thyn1	0.251281025	0.091615334	0.08	1.03803183	1.096910013
	"Probe_QC_5percfilter, All Targets"	Smim26	-0.215967286	0.404318038	0.44	0.393276883	0.356547324
	"Probe_QC_5percfilter, All Targets"	Csrnp2	0.023596817	0.936384174	0.9	0.028545935	0.045757491
	"Probe_QC_5percfilter, All Targets"	Dusp4	0.348629054	0.218372883	0.12	0.660801293	0.920818754
	"Probe_QC_5percfilter, All Targets"	Kitl	0.092990221	0.613066616	0.58	0.212492332	0.236572006
	"Probe_QC_5percfilter, All Targets"	Mboat7	0.004923533	0.907023541	0.93	0.042381441	0.031517051
	"Probe_QC_5percfilter, All Targets"	Tnrc6a	0.155734786	0.614448595	0.5	0.211514444	0.301029996
	"Probe_QC_5percfilter, All Targets"	Gpr37	-0.184748395	0.47733206	0.33	0.321179395	0.48148606
	"Probe_QC_5percfilter, All Targets"	Pprc1	0.037261266	0.878080751	0.8	0.056465543	0.096910013
	"Probe_QC_5percfilter, All Targets"	Armh3	-0.155517313	0.555412023	0.57	0.255384724	0.244125144
	"Probe_QC_5percfilter, All Targets"	Acad8	-0.068885938	0.651777941	0.55	0.185900342	0.259637311
	"Probe_QC_5percfilter, All Targets"	Sort1	0.395981146	0.10680924	0.06	0.971391176	1.22184875
	"Probe_QC_5percfilter, All Targets"	Enah	0.138907427	0.593212051	0.59	0.226790035	0.229147988
	"Probe_QC_5percfilter, All Targets"	Olfr889	-0.190062243	0.682100864	0.58	0.166151401	0.236572006
	"Probe_QC_5percfilter, All Targets"	Capn10	-0.122421249	0.566130744	0.53	0.24708326	0.27572413
	"Probe_QC_5percfilter, All Targets"	Milr1	0.53512773	0.071250936	0	1.147209427	
	"Probe_QC_5percfilter, All Targets"	Sec22a	0.210808573	0.510442481	0.64	0.292053189	0.193820026
	"Probe_QC_5percfilter, All Targets"	Med15	-0.06408666	0.756627517	0.71	0.121117869	0.148741651
	"Probe_QC_5percfilter, All Targets"	Stac2	0.269158778	0.351364547	0.34	0.454242061	0.468521083
	"Probe_QC_5percfilter, All Targets"	Ldlr	-0.186328501	0.363603808	0.24	0.439371577	0.619788758
	"Probe_QC_5percfilter, All Targets"	Ager	-0.310980945	0.233983645	0.08	0.630814498	1.096910013
	"Probe_QC_5percfilter, All Targets"	Lgals3bp	-0.095421147	0.641975076	0.58	0.192481832	0.236572006
	"Probe_QC_5percfilter, All Targets"	Mest	-0.024986648	0.827133959	0.85	0.082424148	0.070581074
	"Probe_QC_5percfilter, All Targets"	Slc32a1	0.349483225	0.30487818	0.18	0.515873657	0.744727495
	"Probe_QC_5percfilter, All Targets"	Map3k14	-0.359804816	0.122305745	0.07	0.912553141	1.15490196
	"Probe_QC_5percfilter, All Targets"	Neurl1a	0.013684169	0.936721799	0.78	0.028389373	0.107905397
	"Probe_QC_5percfilter, All Targets"	Zfp90	0.55560648	0.234034724	0.22	0.630719702	0.657577319
	"Probe_QC_5percfilter, All Targets"	Cxcr1	-0.111993144	0.598992475	0.49	0.222578634	0.30980392
	"Probe_QC_5percfilter, All Targets"	Fkbp1b	0.315313858	0.273454269	0.33	0.563115293	0.48148606
	"Probe_QC_5percfilter, All Targets"	Kdm5c	-0.2716662	0.0322208	0	1.491863685	
	"Probe_QC_5percfilter, All Targets"	Dnajc25	-0.309152402	0.098377326	0	1.007104987	
	"Probe_QC_5percfilter, All Targets"	Mfsd13a	0.047520481	0.955401435	0.93	0.019814111	0.031517051
	"Probe_QC_5percfilter, All Targets"	Klhl11	0.184125202	0.38608762	0.28	0.413314124	0.552841969
	"Probe_QC_5percfilter, All Targets"	Taf1d	0.04277806	0.694716943	0.66	0.158192109	0.180456064
	"Probe_QC_5percfilter, All Targets"	Tyk2	0.054329925	0.834135635	0.8	0.078763325	0.096910013
	"Probe_QC_5percfilter, All Targets"	Egr3	-0.619708636	0.037386829	0	1.427281368	
	"Probe_QC_5percfilter, All Targets"	N4bp3	-0.12362215	0.667085453	0.44	0.17581853	0.356547324
	"Probe_QC_5percfilter, All Targets"	Spata9	-0.088915487	0.740571585	0.75	0.130432956	0.124938737
	"Probe_QC_5percfilter, All Targets"	Pank4	0.268251001	0.122018346	0.11	0.913574867	0.958607315
	"Probe_QC_5percfilter, All Targets"	Trim8	0.062872251	0.815367416	0.88	0.088646648	0.055517328
	"Probe_QC_5percfilter, All Targets"	Rpgrip1	-0.339321621	0.448471777	0.22	0.348264883	0.657577319
	"Probe_QC_5percfilter, All Targets"	Rab29	-0.043845726	0.982867044	0.88	0.007505227	0.055517328
	"Probe_QC_5percfilter, All Targets"	Shroom4	-0.027753493	0.808758437	0.84	0.092181176	0.075720714
	"Probe_QC_5percfilter, All Targets"	Tff1	0.091713612	0.799523433	0.69	0.097168803	0.161150909
	"Probe_QC_5percfilter, All Targets"	Fbxo30	-0.348545745	0.221556035	0.14	0.654516415	0.853871964
	"Probe_QC_5percfilter, All Targets"	Khk	-0.029536579	0.804755273	0.72	0.094336169	0.142667504
	"Probe_QC_5percfilter, All Targets"	Tshz1	0.175218666	0.403389239	0.36	0.394275691	0.443697499
	"Probe_QC_5percfilter, All Targets"	Tspan5	0.192515545	0.16429076	0.09	0.784386861	1.045757491
	"Probe_QC_5percfilter, All Targets"	3300002I08Rik	-0.037940733	0.869154155	0.79	0.060903189	0.102372909
	"Probe_QC_5percfilter, All Targets"	Zfp219	-0.0571214	0.634900969	0.52	0.19729401	0.283996656
	"Probe_QC_5percfilter, All Targets"	Lcn12	-0.109806302	0.649704106	0.45	0.187284389	0.346787486
	"Probe_QC_5percfilter, All Targets"	Tnfrsf19	0.340264733	0.333333582	0.26	0.477120931	0.585026652
	"Probe_QC_5percfilter, All Targets"	Ceacam11	-0.307422851	0.166347327	0	0.778984173	
	"Probe_QC_5percfilter, All Targets"	Spock2	0.15618701	0.419905845	0.35	0.37684808	0.455931956
	"Probe_QC_5percfilter, All Targets"	Nsf	0.383075057	0.032427856	0	1.489081759	
	"Probe_QC_5percfilter, All Targets"	Nosip	0.269856377	0.26200389	0.18	0.58169226	0.744727495
	"Probe_QC_5percfilter, All Targets"	Oprl1	0.354241382	0.070467875	0	1.152008826	
